seed,round,rho,proxy_R,true_R,reward_gap,proxy_unc_mean,proxy_unc_max
1,10,0.7106275379195032,0.7377157239243388,0.497663049867144,0.24005267405719483,0.0551287068339506,0.08735482207426318
1,11,0.7052325301376695,0.7408755663782358,0.49889261584723177,0.24198295053100405,0.056788920054931476,0.09229626684291706
1,12,0.4361774975477713,0.7553638154640794,0.5115210938443272,0.24384272161975218,0.058064699120778135,0.08699881497378713
1,13,0.7242558233033756,0.7722737602889538,0.5124142661475468,0.25985949414140697,0.06188671004975251,0.08802974406392498
1,14,0.5256039515416805,0.7855951981619,0.499249091887186,0.286346106274714,0.06538135357865373,0.09344683083073273
1,15,0.7551316053307018,0.7770121665671468,0.4997276889524272,0.2772844776147196,0.06383136995377489,0.08900640884250656
1,16,0.6641441013862127,0.7922568954527378,0.4995001162313283,0.2927567792214095,0.06206452225177898,0.08593700316183538
1,17,0.6642694108093206,0.8154767761006951,0.5018108087167028,0.31366596738399233,0.06845375397151267,0.0938549833078925
1,18,0.9198839690140704,0.8350239265710115,0.5146644540806835,0.32035947249032803,0.07044483136948186,0.08593700316183538
1,19,0.5577098118758577,0.8352006990462542,0.5048167459351836,0.3303839531110706,0.07140371749594247,0.08391104122165233
1,20,0.5217448757106927,0.8508551698178053,0.5026605553110074,0.3481946145067979,0.07271047230080961,0.08391104122165233
1,21,1.0,0.8487964952364564,0.5107735595316347,0.33802293570482167,0.07291338985939073,0.08886504063878066
1,22,0.7604598979890069,0.8508711513131857,0.5122058556836674,0.3386652956295183,0.07387628515445457,0.08391104122165233
1,23,0.3737076973063966,0.8639354985207319,0.5124430756022916,0.3514924229184403,0.07504486277472441,0.08213746632729187
1,24,0.47695748563726503,0.856683106161654,0.5070354287376961,0.34964767742395786,0.07365435442820153,0.08213746632729187
1,25,0.4575004757588388,0.8567464360967278,0.49730354271299243,0.3594428933837354,0.07413035908940167,0.08391104122165233
1,26,0.3425203030811865,0.8565449807792902,0.5126946480198795,0.3438503327594107,0.07333889667567714,0.08434002231517615
1,27,0.4798597700578166,0.8580415472388268,0.5069125503553601,0.35112899688346666,0.07382310785436844,0.08391104122165233
1,28,0.43895815013582373,0.8575620055198669,0.4991478282308731,0.35841417728899383,0.0737970515131901,0.08391104122165233
1,29,0.38390210849107864,0.8611248079687357,0.5065074719374133,0.3546173360313224,0.07512706901374892,0.08391104122165233
2,0,1.0,0.5010687983594835,0.4941729867857805,0.0068958115737030035,0.035754253561077455,0.09724136046450305
2,1,0.8862114046053386,0.5314606474712491,0.5115189907299279,0.0199416567413212,0.03861557304389589,0.09138379729032338
2,2,0.7128468624942379,0.5647981781512499,0.5006224740617586,0.06417570408949125,0.03916415754342367,0.07571107870010146
2,3,0.7197170141564462,0.5848772269673645,0.5035441486401293,0.08133307832723524,0.042081277953077874,0.08301866028370221
