K,seed,round,best,rho,rho_star,L_hat,L_analytic,cos_T1
1,1,6,0.7576813242707172,0.7142915767891669,0.7340774940641467,7.245079929193848,20.0,1.0
1,1,7,0.776917159689714,0.658046081627721,0.7137593776169404,8.020647612049414,20.0,1.0000001192092896
1,1,8,0.789185425394619,0.7320028620565705,0.6771168827892404,9.536997981226243,20.0,1.0000001192092896
1,1,9,0.7937226799977838,0.7358190342239131,0.6315448772523317,11.66837499658645,20.0,1.0
1,1,10,0.8075311605653237,0.5515789474980477,0.6755547364451857,9.605299054287354,20.0,1.0
1,1,11,0.8075311605653237,0.6774138174369267,0.6481199167601593,10.858486960216533,20.0,1.0000001192092896
1,1,12,0.8075311605653237,0.5007408424855864,0.5805802310464816,14.448296601402522,20.0,1.0000001192092896
1,1,13,0.8088159735834921,0.564326391265592,0.5212171424075461,18.371723362010517,20.0,1.0000001192092896
1,1,14,0.8088159735834921,0.7439609825466924,0.4328808729690825,26.202087569317143,20.0,0.9999998807907104
1,1,15,0.8115529634885983,0.6604084528476322,0.3121349524077536,44.07484918213597,20.0,0.9999999403953552
1,2,0,0.6269933735675652,1.0,0.13773891448523512,125.20224785235904,20.0,1.0
1,2,1,0.6523986013487135,0.852366378568183,0.5757023808441345,14.740172466673874,20.0,0.9999999403953552
1,2,2,0.6936271181941092,0.8760425585777061,0.8294592023219616,4.112096103114703,20.0,1.0000001192092896
1,2,3,0.7232077434360491,0.771348831071074,0.681251137747955,9.357749135091316,20.0,1.0
1,2,4,0.7444460173246004,0.7406376349488126,0.751616891027384,6.6093008802157565,20.0,1.0
1,2,5,0.7529208599786187,0.7254358115878784,0.8352612792242436,3.9446033205025115,20.0,1.0000001192092896
1,2,6,0.7836363278136151,0.811318335364212,0.4814644763924394,21.539928656539338,20.0,1.0000001192092896
1,2,7,0.7977627010110235,0.8594457048938144,0.7877932550362872,5.387371460902856,20.0,0.9999999403953552
1,2,8,0.798960683364434,0.5761814024804133,0.4863637271090831,21.121487654679356,20.0,1.0000001192092896
1,2,9,0.8186601843346745,0.6352429847513201,0.4519337403892174,24.254274935913095,20.0,1.0
1,2,10,0.8186601843346745,0.8627013975622353,0.2218212507625584,70.16268698894126,20.0,1.0000001192092896
1,2,11,0.8206412250014349,0.6413304785820024,0.40347262129148537,29.569658372311633,20.0,0.9999998807907104
1,2,12,0.8305069141088384,0.6331954674875552,0.42879520255032233,26.642312882809943,20.0,0.9999999403953552
1,2,13,0.838820815579529,0.7843649370529738,0.8025662456311927,4.920061252103419,20.0,1.0
1,2,14,0.838820815579529,0.5533901493939557,0.588285400380603,13.997104104675383,20.0,0.9999998807907104
1,2,15,0.8393634888249044,0.4517109000776656,0.5080192242081907,19.368588917422205,20.0,1.0
1,3,0,0.6181539902628023,1.0,0.7425368224625482,6.934691176219417,20.0,1.0
1,3,1,0.6428270378409846,0.7347523242147597,0.3333333333333333,40.0,20.0,1.0000001192092896
1,3,2,0.6684599316801247,0.6289048395393296,0.6608997495805259,10.261775727247636,20.0,1.0000001192092896
1,3,3,0.7139343756847436,0.783084796576891,0.9011524523021135,2.193803000710197,20.0,1.0
1,3,4,0.7616951998273204,0.715966803845063,0.7238190384637263,7.631215728242118,20.0,1.0
1,3,5,0.788074978645643,0.668989948521314,0.6677110504728742,9.953076238345862,20.0,1.0
1,3,6,0.788074978645643,0.72035757893523,0.6136831169886791,12.590109531021941,20.0,1.0
1,3,7,0.7941594301785065,0.79012738404209,0.8191460941415994,4.415669125491498,20.0,1.0000001192092896
1,3,8,0.8124415643305334,0.6373334469941694,0.5793735285650329,14.520044520389341,20.0,0.9999998807907104
1,3,9,0.8124415643305334,0.5301019762247496,0.8177014300763553,4.4588052122306285,20.0,0.9999999403953552
1,3,10,0.8124415643305334,0.512517925930607,0.46906737547015553,22.637797992140477,20.0,1.000000238418579
1,3,11,0.8124415643305334,0.5185825244737684,0.5389785531048442,17.107227893926087,20.0,1.0000001192092896
1,3,12,0.8124415643305334,0.7216172325067333,0.581057889004048,14.41997841950076,20.0,1.0000001192092896
1,3,13,0.8147885116805119,0.6091523628677056,0.4931316738632852,20.557119041484967,20.0,1.0
1,3,14,0.8147885116805119,0.5176219945928502,0.5555788543995518,15.998490298222796,20.0,1.0000001192092896
1,3,15,0.8151724511269162,0.46210350825167296,0.5130129747781886,18.985368759235378,20.0,0.9999999403953552
1,4,0,0.6311928896106502,1.0,0.6168496316433094,12.42281258516648,20.0,1.0
1,4,1,0.6436420262787033,0.8641811225509874,0.47749315584531477,21.88541711052096,20.0,1.0
1,4,2,0.689819989452334,0.8789834219780965,0.6225561620762876,12.125615676661177,20.0,1.0
1,4,3,0.7263766601799461,0.6832157004501673,0.684052851082848,9.237506967978021,20.0,0.9999999403953552
1,4,4,0.7596062709842047,0.7376883594923314,0.6680375990076162,9.93843464755639,20.0,1.0000001192092896
1,4,5,0.7796782756963219,0.6662966575313174,0.6901551402119327,8.978991584208739,20.0,1.0000001192092896
1,4,6,0.7931205621125355,0.664241215605656,0.6796043674073008,9.42888680409788,20.0,1.0000001192092896
1,4,7,0.8006096724722276,0.6119196966695398,0.6359076311218314,11.451108653496044,20.0,1.0
1,4,8,0.8078547372171018,0.6106517608367461,0.768174014296142,6.035767453453216,20.0,0.9999999403953552
1,4,9,0.8190827437397242,0.7532870601433652,0.4342162185998963,26.060002236878166,20.0,1.0000001192092896
1,4,10,0.8258121162456703,0.6333404566562698,0.24013052103516633,63.28803816267515,20.0,0.9999998807907104
1,4,11,0.8380023686880571,0.6683597510449563,0.4548688529432108,23.96871729200801,20.0,1.0
1,4,12,0.8393252548022648,0.4998004971968821,0.6823849409981564,9.308970345601509,20.0,0.9999998807907104
1,4,13,0.8430372680482048,0.5789962031107079,0.6539204533383092,10.584759809696452,20.0,1.0
1,4,14,0.8430372680482048,0.6307243348432079,0.551058170845937,16.29380899896235,20.0,1.0000001192092896
